Лист;Строка;Тип связи;Книги;Номера деталей;Отметки источника;Комментарий
WK-35;28;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.01.12 ↔ K1801.01.12 ↔ K1801.01.12 ↔ K1801.01.12;"Да; Идентичны";
WK-35;29;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T6178 ↔ GB/T6178  М30 ↔ GB/T6178  М30 ↔ GB/T6178  М30;Идентичны;
WK-35;30;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T91 ↔ GB/T91  6.3Х50 ↔ GB/T91  5X56 ↔ GB/T91  5X56;Идентичны;
WK-35;31;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.01.13 ↔ K1801.01.13 ↔ K1801.01.13 ↔ K1801.01.13;"Да; Идентичны";
WK-35;32;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.01.25 ↔ K1839.01.25 ↔ K1839.01.25 ↔ K1839.01.25;"Да; Идентичны";
WK-35;33;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;TZQ7310.02.00 ↔ TZQ7310.02.00  R3/8 ↔ TZQ7310.02.00  R3/8 ↔ TZQ7310.02.00  R3/8;Идентичны;
WK-35;34;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.01.15 ↔ K1801.01.15 ↔ K1801.01.15 ↔ K1801.01.15;"Да; Идентичны";
WK-35;35;Прямая замена по строке;K1839 ↔ K1866;K1802.01.16 ↔ K1856.01.15.00;;
WK-35;36;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1802.01.17 ↔ K1802.01.17 ↔ K1849.01.17 ↔ K1849.01.13.00;;
WK-35;37;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1623.01.12 ↔ K1623.01.12 ↔ K1623.01.12 ↔ K1623.01.12;"Да; Идентичны";Универсальный
WK-35;38;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1601.30.13 ↔ K1601.30.13 ↔ K1601.30.13 ↔ K1601.30.13;"Да; Идентичны";Универсальный
WK-35;39;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1601.30.14 ↔ K1601.30.14 ↔ K1601.30.14 ↔ K1601.30.14;"Да; Идентичны";Универсальный
WK-35;40;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1623.01.15 ↔ K1623.01.15 ↔ K1623.01.15 ↔ K1623.01.15;"Да; Идентичны";Универсальный
WK-35;41;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.01.18 ↔ K1839.01.18 ↔ K1839.01.18 ↔ K1839.01.18;"Да; Идентичны";Универсальный
WK-35;42;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.01.19 ↔ K1839.01.19 ↔ K1839.01.19 ↔ K1839.01.19;"Да; Идентичны";Универсальный
WK-35;43;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1601.33.18 ↔ K1601.33.18 ↔ K1601.33.18 ↔ K1601.33.18;"Да; Идентичны";Универсальный
WK-35;44;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1601.33.19 ↔ K1601.33.19 ↔ K1601.33.19 ↔ K1601.33.19;"Да; Идентичны";Универсальный
WK-35;45;Одинаковый номер;K1839 ↔ K1853 ↔ K1866;K1802.01.10.00 ↔ K1802.01.10.00 ↔ K1802.01.10.00;Идентичны;
WK-35;46;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.01.18 ↔ K1801.01.18 ↔ K1801.01.18 ↔ K1801.01.18;"Да; Идентичны";
WK-35;51;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.02.00 ↔ K1842.02.00 ↔ K1853.02.00 ↔ K1857.02.00;;В целом универсальное решение, с дополнительными требованиями к подъемным проушинам и производственным процессам.
WK-35;52;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.02.01.00 ↔ K1801.02.01.00 ↔ K1853.02.01.00 ↔ K1857.02.01.00;;
WK-35;53;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.02.02.00 ↔ K1801.02.02.00 ↔ K1801.02.02.00 ↔ K1801.02.02.00;"Да; Идентичны";
WK-35;54;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.02.03.00 ↔ K1801.02.03.00 ↔ K1801.02.03.00 ↔ K1801.02.03.00;"Да; Идентичны";
WK-35;55;Прямая замена по строке;K1839 ↔ K1849;K1801.02.04.00 ↔ K1842.02.04.00;Идентичны;
WK-35;56;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.02.01 ↔ K1801.02.01 ↔ K1801.02.01 ↔ K1801.02.01;"Да; Идентичны";
WK-35;57;Одинаковый номер;K1839 ↔ K1849;K1801.02.02 ↔ K1801.02.02;;
WK-35;58;Одинаковый номер;K1839 ↔ K1849;K1801.02.05.00 ↔ K1801.02.05.00;;
WK-35;59;Одинаковый номер;K1839 ↔ K1849;K1801.02.06.00 ↔ K1801.02.06.00;;
WK-35;60;Одинаковый номер;K1839 ↔ K1849;K1801.02.03 ↔ K1801.02.03;;
WK-35;62;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.03.00 ↔ K1844.03.00 ↔ K1846.03.00 ↔ K1861.03.00;;В целом универсальное решение, улучшения подчиненных компонентов.
WK-35;63;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.03.01.00 ↔ K1842.03.01.00 ↔ K1842.03.01.00 ↔ K1842.03.01.00;Идентичны;
WK-35;64;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.03.02.00 ↔ K1840.03.02.00 ↔ K1840.03.02.00 ↔ K1840.03.02.00;Идентичны;
WK-35;65;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1803.03.03.00 ↔ K1803.03.03.00 ↔ K1803.03.03.00 ↔ K1803.03.03.00;"Да; Идентичны";
WK-35;66;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.03.04.00 ↔ K1801.03.04.00 ↔ K1801.03.04.00 ↔ K1801.03.04.00;"Да; Идентичны";
WK-35;67;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1818.03.05.00 ↔ K1818.03.05.00 ↔ K1818.03.05.00 ↔ K1818.03.05.00;"Да; Идентичны";
WK-35;68;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1837.03.06.00 ↔ K1837.03.06.00 ↔ K1837.03.06.00 ↔ K1854.03.06.00;Да;
WK-35;69;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1818.03.07.00 ↔ K1818.03.07.00 ↔ K1636.05.11.00 ↔ K1636.05.11.00;Идентичны;
WK-35;70;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1803.03.08.00 ↔ K1803.03.08.00 ↔ K1803.03.08.00 ↔ K1803.03.08.00;"Да; Идентичны";
WK-35;71;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.03.09.00 ↔ K1801.03.09.00 ↔ K1801.03.09.00 ↔ K1858.03.09.00;Да;
WK-35;72;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.03.10.00 ↔ K1801.03.10.00 ↔ K1801.03.10.00 ↔ K1856.03.10.00;Да;В целом универсальное решение
WK-35;73;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1701.03.11.00 ↔ K1842.03.11.00 ↔ K1842.03.11.00 ↔ CK1895.03.11.00;;"Не универсальное решение, модернизация первого поколения K1842; все будущие запасные части для валов прессовальных машин будут иметь артикул CK1895.03.11.00."
WK-35;74;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.03.12.00 ↔ MB155 ↔ K1842.03.12.00 ↔ K1842.03.12.00;Идентичны;Универсальное решение.
WK-35;75;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.03.13.00 ↔ K1801.03.13.00 ↔ K1801.03.13.00 ↔ K1801.03.13.00;"Да; Идентичны";
WK-35;76;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.03.15.00 ↔ K1842.03.15.00 ↔ K1842.03.15.00 ↔ K1858.03.15.00;;В целом универсальное решение, требования к производственным процессам.
WK-35;77;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1701.03.17.00 ↔ K1701.03.17.00 ↔ K1701.03.17.00 ↔ K1701.03.17.00;"Да; Идентичны";
WK-35;78;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.03.18.00 ↔ K1839.03.18.00 ↔ K1839.03.18.00 ↔ K1839.03.18.00;"Да; Идентичны";
WK-35;79;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.03.19.00 ↔ K1842.03.19.00 ↔ K1842.03.19.00 ↔ K1842.03.19.00;Идентичны;
WK-35;80;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.03.20.00 ↔ K1801.03.20.00 ↔ K1801.03.20.00B ↔ CK1801.03.20.00;;Универсальное решение, требования к производству.
WK-35;81;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.03.21.00 ↔ K1842.03.21.00 ↔ K1842.03.21.00 ↔ K1842.03.21.00;Идентичны;В целом универсальное решение, улучшения в деталях.
WK-35;82;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1830.03.22.00 ↔ K1844.03.22.00 ↔ K1844.03.22.00 ↔ K1858.03.22.00;;
WK-35;83;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.03.23.00 ↔ K1801.03.23.00 ↔ K1801.03.23.00 ↔ K1801.03.23.00;"Да; Идентичны";
WK-35;84;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1701.03.23.00 ↔ K1842.03.23.00 ↔ K1842.03.23.00 ↔ K1895.03.23.00;;"Не универсальное решение; будущая конфигурация шкива вала прессовальной машины CK1895.03.11.00, номер чертежа K1895.03.24.00."
WK-35;85;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853;TZJ72192.2.6.06 ↔ TZJ72192.2.6.06 ↔ TZJ72192.2.6.06(6);;
WK-35;86;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1802.04.00 ↔ K1845.04.00 ↔ K1845.04.00 ↔ K1861.04.00;;"В целом универсальное решение.Не универсальное решение; K1612 — это конструкция двигателя с обмоточным ротором, K1845 — конструкция двигателя с постоянными магнитами."
WK-35;87;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1612.04.01.00 ↔ K1845.04.03.00 ↔ K1845.04.03.00 ↔ K1845.04.03.00;Идентичны;Не универсальный, K1612 — это двигатель с обмоточным ротором, K1845 — двигатель с постоянными магнитами.
WK-35;88;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.04.01.00 ↔ K1841.04.01.00 ↔ K1801.04.01.00 ↔ K1895.04.01.00;;Универсальный, рекомендуется в дальнейшем применять улучшенную версию K1895.04.01.00
WK-35;89;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.04.02.00 ↔ K1801.04.02.00 ↔ K1801.04.02.00 ↔ K1801.04.02.00;"Да; Идентичны";
WK-35;90;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.04.01 ↔ K1801.04.01 ↔ K1801.04.01 ↔ K1801.04.01;"Да; Идентичны";
WK-35;91;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1601.04.01 ↔ K1601.04.01 ↔ K1601.04.01 ↔ K1601.04.02;Да;
WK-35;92;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1601.04.02 ↔ K1601.04.02 ↔ K1601.04.02 ↔ K1601.04.01;Да;
WK-35;93;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1802.04.00-01 ↔ K1845.04.00-01 ↔ K1845.04.00-01 ↔ GB8918;;Универсальный
WK-35;94;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.04.04.00 ↔ K1845.04.04.00 ↔ K1845.04.04.00 ↔ K1845.04.04.00;Идентичны;
WK-35;95;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T32.1 ↔ GB/T32.1 М24Х90 ↔ GB/T32.1 М24Х90 ↔ GB/T32.1 М24X90;;
WK-35;96;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T93 ↔ GB/T93 24 ↔ GB/T93 24 ↔ GB/T93 24;Идентичны;
WK-35;97;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T6170 ↔ GB/T6170  М24 ↔ GB/T6170  М24 ↔ GB/T6170  М24;Идентичны;
WK-35;98;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1701.04.03.01 ↔ K1701.04.03.01 ↔ K1701.04.03.01 ↔ K1701.04.03.01;"Да; Идентичны";
WK-35;99;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.04.00-02 ↔ K1845.04.00-02 ↔ K1845.04.00-02 ↔ YB/T5294;;
WK-35;100;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T5782 ↔ GB/T5782  М24Х140 ↔ GB/T5782  М24Х140 ↔ GB/T5782  М24X140;;
WK-35;101;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T6170 ↔ GB/T6170  М24 ↔ GB/T6170  М24 ↔ GB/T6170  М24;Идентичны;
WK-35;102;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.04.00-03 ↔ K1845.04.00-03 ↔ K1845.04.00-03 ↔ NL24;;
WK-35;103;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T882 ↔ GB/T882  30X75 ↔ GB/T882  30X75 ↔ GB/T882  30X75;Идентичны;
WK-35;104;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T91 ↔ GB/T91  6.3X45 ↔ GB/T91  6.3X45 ↔ GB/T91  6.3X45;Идентичны;
WK-35;105;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1837.05.00 ↔ K1846.05.00 ↔ K1853.05.00 ↔ K1856.05.00;;Не Универсальный
WK-35;106;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.01.00 ↔ K1801.05.01.00 ↔ K1853.05.01.00 ↔ K1856.05.01.00;;
WK-35;107;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.02.00 ↔ K1846.05.02.00 ↔ CK1846.05.02.00 ↔ CK1846.05.02.00;Идентичны;Не Универсальный, 1846 – усиленная версия
WK-35;108;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.03.00 ↔ K1801.05.03.00A ↔ CK1801.05.03.00 ↔ CK1801.05.03.00;Идентичны;Универсальный, требования к технологии изготовления
WK-35;109;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.04.00 ↔ K1842.05.04.00 ↔ CK1846.05.04.00 ↔ CK1846.05.04.00;Идентичны;"Не Универсальный: у редуктора 1842 соединение с платформой осуществляется через зажимную втулку; 1846 Универсальный с 1842, является усиленной версией 1842"
WK-35;110;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1830.05.05.00 ↔ K1830.05.05.00 ↔ K1830.05.05.00 ↔ K1856.05.05.00;Да;
WK-35;111;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.06.00 ↔ K1801.05.06.00 ↔ K1801.05.06.00 ↔ K1801.05.06.00;"Да; Идентичны";
WK-35;112;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.07.00 ↔ MB132 ↔ K1842.05.07.00 ↔ K1842.05.07.00;Идентичны;Универсальный, требования к закупке
WK-35;113;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.08.00 ↔ K1846.05.08.00 ↔ K1846.05.08.00 ↔ K1846.05.08.00;Идентичны;Не Универсальный, 1846 – усиленная версия, совместима с усиленным первичным валом подъема
WK-35;114;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1818.03.07.00 ↔ K1818.03.07.00 ↔ K1636.05.11.00 ↔ K1636.05.11.00;Идентичны;
WK-35;115;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.10.00 ↔ K1801.05.10.00 ↔ K1801.05.10.00 ↔ K1801.05.10.00;"Да; Идентичны";
WK-35;116;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.11.00 ↔ K1842.05.11.00 ↔ K1853.05.11.00 ↔ K1853.05.11.00;Идентичны;
WK-35;117;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.12.00 ↔ K1841.05.12.00 ↔ K1841.05.12.00 ↔ K1841.05.12.00;Идентичны;Не Универсальный, K1841 имеет конструкцию с зажимной втулкой
WK-35;118;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.01 ↔ K1841.05.15.00 ↔ K1841.05.15.00 ↔ K1841.05.15.00;Идентичны;
WK-35;119;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.05.02 ↔ JB/ZQ4770 M27X2 ↔ JB/ZQ4770 M27X2 ↔ JB/ZQ4770 M27X2;Идентичны;
WK-35;120;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1818.05.13.00 ↔ K1818.05.13.00 ↔ K1853.05.13.00 ↔ K1853.05.13.00;Идентичны;Универсальный, требования к технологии изготовления
WK-35;121;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;TZQ7310.02.00 ↔ K1805.05.03 ↔ K1805.05.03 ↔ K1856.05.00-19;;
WK-35;122;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;JB/ZQ4770 ↔ K1846.05.00-01 ↔ GB/T5783 M8X20 ↔ GB/T5783 M8X20;Идентичны;
WK-35;123;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1805.05.03 ↔ GB/T5783 M8X20 ↔ GB/T93 8 ↔ GB/T93 8;Идентичны;
WK-35;124;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1837.05.00-01 ↔ GB/T93 8 ↔ K1853.05.14.00 ↔ K1853.05.14.00;Идентичны;
WK-35;125;Прямая замена по строке;K1839 ↔ K1849;GB/T5783 ↔ K1842.05.14.00;;
WK-35;128;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.06.00 ↔ K1844.06.00 ↔ K1853.06.00 ↔ K1862.06.00;;
WK-35;129;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.06.01.00 ↔ K1812.06.01.00 ↔ K1853.06.01.00 ↔ K1859.06.01.00;;
WK-35;130;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1825.06.02.00 ↔ K1825.06.02.00 ↔ K1853.06.02.00 ↔ K1859.06.02.00;;
WK-35;131;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1803.06.03.00 ↔ K1803.06.03.00 ↔ K1853.06.04.00 ↔ K1859.06.03.00;;
WK-35;132;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.06.04.00 ↔ K1812.06.04.00 ↔ K1803.06.03.00 ↔ K1859.06.04.00;;
WK-35;133;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1825.06.05.00 ↔ K1825.06.05.00 ↔ K1853.06.05.00 ↔ K1859.06.05.00;;
WK-35;134;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1825.06.06.00 ↔ K1825.06.06.00 ↔ K1853.06.06.00 ↔ K1859.06.06.00;;
WK-35;135;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.06.07.00 ↔ K1812.06.07.00 ↔ K1853.06.07.00 ↔ K1856.06.07.00;;
WK-35;136;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1825.06.08.00 ↔ K1825.06.08.00 ↔ K1853.06.08.00 ↔ K1859.06.08.00;;
WK-35;137;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1825.06.09.00 ↔ K1825.06.09.00 ↔ K1853.06.09.00 ↔ K1862.06.09.00;;
WK-35;138;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.06.10.00 ↔ K1812.06.10.00 ↔ K1853.06.10.00 ↔ K1859.06.10.00;;
WK-35;139;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1825.06.11.00 ↔ K1825.06.11.00 ↔ K1853.06.11.00 ↔ K1859.06.11.00;;
WK-35;140;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1825.06.12.00 ↔ K1825.06.12.00 ↔ K1825.06.12.00 ↔ K1859.06.12.00;Да;
WK-35;141;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.06.13.00 ↔ K1812.06.13.00 ↔ K1853.06.13.00 ↔ K1859.06.13.00;;
WK-35;142;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1803.06.14.00 ↔ K1803.06.14.00 ↔ K1803.06.14.00 ↔ K1859.06.14.00;Да;
WK-35;143;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.06.15.00 ↔ K1844.06.15.00 ↔ K1853.06.15.00 ↔ K1859.06.15.00;;
WK-35;144;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1803.06.16.00 ↔ K1803.06.16.00 ↔ K1803.06.16.00 ↔ K1859.06.16.00;Да;
WK-35;145;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1803.06.18.00 ↔ K1803.06.18.00 ↔ K1803.06.18.00 ↔ K1859.06.18.00;Да;
WK-35;146;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.06.19.00 ↔ K1839.06.19.00 ↔ K1839.06.19.00 ↔ K1859.06.19.00;Да;
WK-35;147;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.06.00-01 ↔ K1844.06.00-01 ↔ K1818.06.20.00 ↔ K1859.06.20.00;;
WK-35;148;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1818.06.20.00 ↔ K1818.06.20.00 ↔ K1853.06.21.00 ↔ K1853.06.21.00;Идентичны;
WK-35;149;Одинаковый номер;K1839 ↔ K1849;K1839.06.21.00 ↔ K1839.06.21.00;Идентичны;
WK-35;150;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1802.07.00 ↔ K1842.07.00 ↔ K1843.07.00 ↔ K1895.07.00;;Полностью Универсальный, усовершенствование нижестоящих компонентов
WK-35;151;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.07.01.00 ↔ K1801.07.01.00 ↔ K1843.07.01.00 ↔ K1843.07.01.00;Идентичны;Полностью Универсальный, 1843 модернизирована
WK-35;152;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1803.07.02.00 ↔ K1803.07.02.00 ↔ K1803.07.02.00 ↔ CK1858.07.02.00;Да;
WK-35;153;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.07.03.00 ↔ K1842.07.03.00 ↔ K1842.07.03.00 ↔ K1842.07.03.00;Идентичны;Полностью Универсальный, на 1842 добавлен защитный кожух муфты
WK-35;154;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.07.04.00 ↔ K1801.07.04.00 ↔ K1801.07.04.00 ↔ K1801.07.04.00;"Да; Идентичны";
WK-35;155;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.07.05.00 ↔ K1801.07.05.00 ↔ K1801.07.05.00 ↔ K1801.07.05.00;"Да; Идентичны";
WK-35;156;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853;GB/T5786 ↔ GB/T5786 М30X2X180 ↔ GB/T5786 М30X2X180;;
WK-35;157;Одинаковый номер;K1839 ↔ K1849 ↔ K1853;NL30 ↔ NL30 ↔ NL30;Да;
WK-35;158;Одинаковый номер;K1839 ↔ K1849 ↔ K1853;K1802.07.01 ↔ K1802.07.01 ↔ K1802.07.01;Да;
WK-35;159;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853;GB/T5783 ↔ GB/T5783 М14X30 ↔ GB/T5783 М14X30;;
WK-35;160;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853;GB/T93 ↔ GB/T93 14 ↔ GB/T93 14;;
WK-35;161;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853;GB/T95 ↔ GB/T95 14 ↔ GB/T95 14;;
WK-35;162;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.09.00 ↔ K1849.09.00 ↔ K1853.09.00 ↔ K1856.09.00;;Полностью Универсальный, усовершенствование нижестоящих компонентов
WK-35;163;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.09.01.00 ↔ K1842.09.01.00 ↔ K1853.09.01.00 ↔ K1856.09.01.00;;Универсальный, улучшение деталей, требования к технологии изготовления
WK-35;164;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.09.02.00 ↔ K1845.09.02.00 ↔ K1853.09.02.00 ↔ K1854.09.02.00;;
WK-35;165;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1830.09.03.00 ↔ K1849.09.03.00 ↔ K1853.09.03.00 ↔ K1854.09.03.00;;
WK-35;166;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1835.09.04.00 ↔ K1841.09.04.00 ↔ K1841.09.04.00 ↔ K1854.09.04.00;;Универсальный, улучшение деталей
WK-35;167;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.09.05.00 ↔ K1842.09.05.00 ↔ K1853.09.05.00 ↔ K1854.09.05.00;;
WK-35;168;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.09.06.00 ↔ K1845.09.06.00 ↔ K1853.09.06.00 ↔ K1854.09.06.00;;
WK-35;169;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1830.09.07.00 ↔ K1830.09.07.00 ↔ K1853.09.07.00 ↔ K1854.09.07.00;;
WK-35;170;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1830.09.08.00 ↔ K1841.09.08.00 ↔ K1853.09.08.00 ↔ K1854.09.08.00;;Полностью Универсальный, улучшение деталей и требования к технологии изготовления
